filename,music_id,predicted_id,distance,compressor
sample01.wav,1,34,0.9799720540288775,lzma
sample02.wav,12,12,0.9434794596084919,lzma
sample03.wav,23,23,0.9761950104741954,lzma
sample04.wav,34,34,0.9818351187703773,lzma
sample05.wav,45,34,0.9795062878435026,lzma
sample06.wav,47,47,0.9737444297241961,lzma
sample07.wav,48,48,0.9766567444775184,lzma
sample08.wav,49,49,0.9634031314846255,lzma
sample09.wav,50,50,0.9398084815321477,lzma
sample10.wav,2,2,0.8853407090771939,lzma
sample100.wav,5,5,0.9499423298731258,lzma
sample101.wav,5,5,0.9753171856978086,lzma
sample102.wav,5,5,0.9455594002306805,lzma
sample103.wav,6,6,0.9109758417348297,lzma
sample104.wav,6,6,0.9735590641050028,lzma
sample105.wav,6,6,0.9433136770020925,lzma
sample106.wav,6,6,0.9680426098535286,lzma
sample107.wav,6,6,0.964999048887198,lzma
sample108.wav,6,6,0.9701350580178809,lzma
sample109.wav,6,6,0.9688035000951113,lzma
sample11.wav,3,3,0.9529527076696888,lzma
sample110.wav,6,6,0.9767928476317291,lzma
sample111.wav,6,6,0.9549172531862279,lzma
sample112.wav,6,6,0.9747003994673769,lzma
sample113.wav,7,7,0.959564393939394,lzma
sample114.wav,7,50,0.9863201094391245,lzma
sample115.wav,7,15,0.9851301115241635,lzma
sample116.wav,7,15,0.9838909541511772,lzma
sample117.wav,7,7,0.9835227272727273,lzma
sample118.wav,7,15,0.9845105328376704,lzma
sample119.wav,7,7,0.9861742424242425,lzma
sample12.wav,4,4,0.9543265496349231,lzma
sample120.wav,7,50,0.9839261285909713,lzma
sample121.wav,7,15,0.9826517967781908,lzma
sample122.wav,7,15,0.9807930607187113,lzma
sample123.wav,7,7,0.9790719696969697,lzma
sample124.wav,7,15,0.9807930607187113,lzma
sample125.wav,7,15,0.983271375464684,lzma
sample126.wav,7,15,0.9814126394052045,lzma
sample127.wav,7,15,0.9838909541511772,lzma
sample128.wav,7,50,0.9852941176470589,lzma
sample129.wav,7,7,0.9801136363636364,lzma
sample13.wav,5,5,0.9418685121107266,lzma
sample130.wav,7,15,0.983271375464684,lzma
sample131.wav,7,7,0.9828598484848485,lzma
sample132.wav,7,15,0.9820322180916976,lzma
sample133.wav,7,15,0.983271375464684,lzma
sample134.wav,7,7,0.9811553030303031,lzma
sample135.wav,8,8,0.9651850832530617,lzma
sample136.wav,8,15,0.9845105328376704,lzma
sample137.wav,8,8,0.96642355855236,lzma
sample138.wav,8,15,0.9801734820322181,lzma
sample139.wav,8,15,0.9807930607187113,lzma
sample14.wav,6,6,0.9640479360852197,lzma
sample140.wav,8,8,0.9829365625430027,lzma
sample141.wav,8,8,0.9636713912205862,lzma
sample142.wav,8,15,0.9801734820322181,lzma
sample143.wav,8,8,0.9801843952112288,lzma
sample144.wav,8,15,0.9814126394052045,lzma
sample145.wav,8,8,0.9617448740883445,lzma
sample146.wav,8,15,0.9826517967781908,lzma
sample147.wav,8,15,0.9826517967781908,lzma
sample148.wav,8,15,0.9838909541511772,lzma
sample149.wav,9,9,0.9249890013198416,lzma
sample15.wav,7,15,0.9814126394052045,lzma
sample150.wav,9,15,0.9801734820322181,lzma
sample151.wav,9,9,0.9698636163660361,lzma
sample152.wav,9,9,0.9599648042234932,lzma
sample153.wav,9,9,0.9703035635723714,lzma
sample154.wav,9,9,0.9773427188737351,lzma
sample155.wav,9,9,0.9562252529696437,lzma
sample156.wav,9,9,0.9729432468103828,lzma
sample157.wav,9,9,0.9740431148262209,lzma
sample158.wav,9,9,0.9751429828420589,lzma
sample159.wav,10,10,0.9329791581528402,lzma
sample16.wav,8,8,0.962020090821522,lzma
sample160.wav,10,15,0.9776951672862454,lzma
sample161.wav,10,10,0.9589293011851246,lzma
sample162.wav,10,15,0.9752168525402726,lzma
sample163.wav,10,15,0.9745972738537795,lzma
sample164.wav,10,15,0.9770755885997522,lzma
sample165.wav,10,10,0.9495300367797302,lzma
sample166.wav,10,15,0.9776951672862454,lzma
sample167.wav,10,10,0.9636289333878219,lzma
sample168.wav,10,15,0.9801734820322181,lzma
sample169.wav,10,10,0.9765018389865141,lzma
sample17.wav,9,9,0.9593048834139903,lzma
sample170.wav,10,10,0.9746628524724152,lzma
sample171.wav,11,11,0.9311421226588321,lzma
sample172.wav,11,11,0.9667645978699964,lzma
sample173.wav,11,11,0.9596033786265149,lzma
sample174.wav,11,11,0.9763128901946383,lzma
sample175.wav,11,11,0.9680499449136981,lzma
sample176.wav,11,11,0.9693352919574,lzma
sample177.wav,11,11,0.9728240910760191,lzma
sample178.wav,11,11,0.9511568123393316,lzma
sample179.wav,11,15,0.976456009913259,lzma
sample18.wav,10,10,0.9574989783408255,lzma
sample180.wav,11,11,0.9542783694454645,lzma
sample181.wav,11,15,0.976456009913259,lzma
sample182.wav,11,11,0.974293059125964,lzma
sample183.wav,12,12,0.9341053212020954,lzma
sample184.wav,12,12,0.9247311827956989,lzma
sample185.wav,12,12,0.9556106975461814,lzma
sample186.wav,12,12,0.9346567411083541,lzma
sample187.wav,12,12,0.9614006065618969,lzma
sample188.wav,12,12,0.948993658671078,lzma
sample189.wav,12,12,0.9669148056244831,lzma
sample19.wav,11,11,0.9504223283143591,lzma
sample190.wav,12,12,0.9591949269368624,lzma
sample191.wav,12,12,0.9277639922801213,lzma
sample192.wav,13,13,0.9339701692642869,lzma
sample193.wav,13,13,0.9802245684598626,lzma
sample194.wav,13,13,0.9808949220713926,lzma
sample195.wav,13,13,0.9629629629629629,lzma
sample196.wav,13,15,0.9826517967781908,lzma
sample197.wav,13,13,0.9649740237975533,lzma
sample198.wav,13,13,0.9700016758840289,lzma
sample199.wav,13,13,0.9830735713088654,lzma
sample20.wav,13,13,0.9787162728339199,lzma
sample200.wav,13,13,0.9607843137254902,lzma
sample201.wav,13,15,0.983271375464684,lzma
sample202.wav,13,13,0.9482151835093011,lzma
sample203.wav,13,50,0.9842681258549931,lzma
sample204.wav,14,14,0.9683120048750762,lzma
sample205.wav,14,14,0.9525898842169409,lzma
sample206.wav,14,15,0.9807930607187113,lzma
sample207.wav,14,15,0.9795539033457249,lzma
sample208.wav,14,14,0.9836684948202316,lzma
sample209.wav,14,34,0.9799720540288775,lzma
sample21.wav,14,14,0.9614868982327849,lzma
sample210.wav,14,34,0.9813693525850024,lzma
sample211.wav,14,14,0.9791590493601463,lzma
sample212.wav,14,15,0.9838909541511772,lzma
sample213.wav,14,14,0.9713589274832419,lzma
sample214.wav,14,15,0.9789343246592317,lzma
sample215.wav,14,15,0.9807930607187113,lzma
sample216.wav,14,15,0.9820322180916976,lzma
sample217.wav,14,14,0.9594149908592322,lzma
sample218.wav,14,14,0.9768433881779403,lzma
sample219.wav,14,15,0.9776951672862454,lzma
sample22.wav,15,15,0.8364312267657993,lzma
sample220.wav,15,15,0.869268897149938,lzma
sample221.wav,15,15,0.9014869888475836,lzma
sample222.wav,15,15,0.9144981412639405,lzma
sample223.wav,15,15,0.8884758364312267,lzma
sample224.wav,15,15,0.9287484510532837,lzma
sample225.wav,16,16,0.9644755920734654,lzma
sample226.wav,16,16,0.9540840985983567,lzma
sample227.wav,16,16,0.9403093281778637,lzma
sample228.wav,16,16,0.9710004833252779,lzma
sample229.wav,16,16,0.9275012083131948,lzma
sample23.wav,16,16,0.9398260028999517,lzma
sample230.wav,16,16,0.9717254712421459,lzma
sample231.wav,16,16,0.9473175447075882,lzma
sample232.wav,16,16,0.9755920734654422,lzma
sample233.wav,16,34,0.9785747554727526,lzma
sample234.wav,17,17,0.9202222663226831,lzma
sample235.wav,17,17,0.9609049414566382,lzma
sample236.wav,17,17,0.9555467354633856,lzma
sample237.wav,17,17,0.9557451875372097,lzma
sample238.wav,17,17,0.9747965866243302,lzma
sample239.wav,17,17,0.9765826552887478,lzma
sample24.wav,17,17,0.9194284580273864,lzma
sample240.wav,17,17,0.9599126810875174,lzma
sample241.wav,17,17,0.9599126810875174,lzma
sample242.wav,17,17,0.9575312562016273,lzma
sample243.wav,17,17,0.9811470529867037,lzma
sample244.wav,18,18,0.9355179704016914,lzma
sample245.wav,18,15,0.9807930607187113,lzma
sample246.wav,18,18,0.9681113460183227,lzma
sample247.wav,18,18,0.976215644820296,lzma
sample248.wav,18,18,0.9712825933756166,lzma
